,price,predict_price,residuals
411,2490000,4568622.4588369625,-2078622.4588369625
412,1890000,1426221.200431853,463778.79956814693
413,1450000,1658048.577102913,-208048.57710291306
414,8500000,6462339.97345049,2037660.0265495097
415,2200000,1580721.6727262447,619278.3272737553
416,6500000,7136746.96966762,-636746.96966762
417,3000000,3461073.177103135,-461073.1771031348
418,4950000,5783421.834815846,-833421.8348158458
419,7000000,7260437.362239226,-260437.36223922577
420,4650000,6001815.68674322,-1351815.6867432203
421,2200000,4133838.2280101543,-1933838.2280101543
422,5400000,4303557.403346119,1096442.5966538806
423,2390000,2714101.827808601,-324101.82780860085
424,5300000,5945418.847875728,-645418.8478757283
425,4690000,5253708.947057856,-563708.9470578562
426,5800000,4629132.751197509,1170867.2488024915
427,1790000,1771029.5821711514,18970.417828848585
428,6000000,5951897.618240653,48102.381759347394
429,2850000,4227033.27044429,-1377033.2704442898
430,7900000,6096826.05577205,1803173.9442279497
431,5500000,4908644.560940207,591355.439059793
432,4300000,4550736.354510007,-250736.35451000743
433,7500000,5849086.812339635,1650913.1876603654
434,5700000,4919415.875552262,780584.1244477378
435,4800000,5162544.816863811,-362544.81686381064
436,4000000,4154319.267722727,-154319.2677227268
437,890000,1326521.4509003302,-436521.4509003302
438,4900000,4799405.569647665,100594.43035233486
439,5300000,5842371.991357054,-542371.9913570536
440,4050000,5247339.849752827,-1197339.8497528266
441,3690000,3856732.2855047313,-166732.28550473135
442,1590000,893457.857845814,696542.142154186
443,1990000,4893679.688976592,-2903679.6889765924
444,2590000,3729654.9118003594,-1139654.9118003594
445,4450000,4684999.924451179,-234999.92445117887
446,999000,1462553.701219799,-463553.701219799
447,6800000,6047418.328044747,752581.671955253
448,4700000,5918252.708548975,-1218252.7085489752
449,3500000,2683127.526354837,816872.4736451628
450,5890000,6186393.005322046,-296393.00532204565
451,4680000,3453857.336588676,1226142.663411324
452,6100000,6706601.3277267115,-606601.3277267115
453,6000000,4903422.852511441,1096577.1474885587
454,3600000,3433570.433729698,166429.56627030205
455,4100000,2099793.5886082975,2000206.4113917025
456,2990000,3540258.7897366257,-550258.7897366257
