,price,predict_price,residuals
228,2999000,3175553.2405846603,-176553.24058466032
229,4999999,5421666.615144977,-421667.61514497735
230,5500000,6321888.119314232,-821888.1193142319
231,4700000,2994677.559587308,1705322.4404126918
232,1590000,1600993.9520823807,-10993.952082380652
233,4390000,4817151.688235257,-427151.6882352568
234,6200000,8571689.823054891,-2371689.823054891
235,1490000,1494143.2253948683,-4143.225394868292
236,1950000,2516137.7200862905,-566137.7200862905
237,1999999,2563562.6030608155,-563563.6030608155
238,1650000,1266811.5459492812,383188.4540507188
239,5600000,6450892.138440735,-850892.1384407347
240,7900000,7773938.49264327,126061.50735673029
241,6000000,3469757.25947015,2530242.74052985
242,2480000,2197525.5771111688,282474.42288883124
243,1490000,2290499.1697677346,-800499.1697677346
244,2280000,4333473.738578369,-2053473.738578369
245,4900000,5563116.963966225,-663116.9639662253
246,7500000,6938689.170938625,561310.829061375
247,1690000,1510650.6171828797,179349.3828171203
248,6500000,6814951.082449461,-314951.08244946133
249,2450000,1771631.3452287456,678368.6547712544
250,8200000,7553307.280027959,646692.7199720414
251,2490000,3669254.857351143,-1179254.857351143
252,3800000,5186527.217879163,-1386527.217879163
253,1200000,751059.1515467297,448940.8484532703
254,3800000,4505857.576478295,-705857.576478295
255,5900000,4969149.213857392,930850.7861426082
256,980000,1473833.6056830836,-493833.60568308365
257,6200000,3527177.7418707283,2672822.2581292717
258,2600000,3137899.449045373,-537899.4490453731
259,1290000,1257446.3720640996,32553.627935900353
260,9300000,6094380.838570966,3205619.1614290336
261,3190000,4071693.1709183175,-881693.1709183175
262,2800000,4788391.583793845,-1988391.583793845
263,7100000,6479060.5648401035,620939.4351598965
264,6550000,5319455.162284758,1230544.837715242
265,6490000,6265942.482621032,224057.5173789682
266,3790000,3910264.8309775796,-120264.83097757958
267,6500000,5968853.06742392,531146.9325760799
268,1980000,1869453.6598080155,110546.34019198455
269,3900000,3505705.5364757944,394294.4635242056
270,3690000,5151592.347921221,-1461592.3479212206
271,1290000,870232.5992222568,419767.4007777432
272,7200000,6255548.568846178,944451.4311538218
273,2190000,2297156.6117648995,-107156.61176489946
274,3800000,4519665.522166452,-719665.5221664524
275,2590000,3293859.224294222,-703859.224294222
276,1950000,3000965.759112251,-1050965.759112251
277,6900000,5756124.6548984265,1143875.3451015735
278,1800000,2504744.5878799856,-704744.5878799856
279,1650000,1607574.2107913047,42425.78920869529
280,5500000,6168127.046093096,-668127.046093096
281,5560000,4710619.553286545,849380.446713455
282,6290000,6650221.547995512,-360221.5479955124
283,1290000,1469611.8266608668,-179611.82666086685
284,1890000,3002742.9850639068,-1112742.9850639068
285,1290000,1081824.3764591436,208175.6235408564
286,2600000,4257785.306589174,-1657785.306589174
287,3690000,4776109.298673659,-1086109.2986736586
288,4150000,4752380.902279725,-602380.9022797253
289,1790000,2709567.522815599,-919567.5228155991
290,1790000,2002710.368723604,-212710.3687236039
291,4200000,5095686.967179305,-895686.9671793049
292,4500000,2978230.952088042,1521769.0479119578
293,2590000,2472281.4137348514,117718.5862651486
294,4400000,6964101.615628063,-2564101.6156280627
295,4130000,4153336.242415212,-23336.242415212095
296,2550000,2475998.3188592354,74001.68114076462
297,5499000,4308735.996639869,1190264.0033601308
298,7062000,6833927.391450922,228072.608549078
299,3200000,5317724.7105001565,-2117724.7105001565
300,8100000,8584199.375243258,-484199.37524325773
301,1450000,197575.20324567799,1252424.796754322
302,4350000,3324362.6795662697,1025637.3204337303
303,2900000,4061278.970722081,-1161278.9707220811
304,1400000,1465024.7557779714,-65024.75577797135
305,5100000,6348938.452204428,-1248938.4522044277
306,9200000,6840172.738422534,2359827.2615774656
307,1400000,2265737.501782148,-865737.5017821481
308,1700000,1909422.7518645143,-209422.7518645143
309,5500000,4189018.221846151,1310981.7781538488
310,5900000,6057258.975013635,-157258.97501363512
311,6300000,5829122.715823182,470877.2841768181
312,6900000,6735277.973561234,164722.02643876616
313,3600000,5613441.497235711,-2013441.4972357107
314,6500000,4689511.686878484,1810488.3131215163
315,3300000,4535861.658855238,-1235861.658855238
316,5290000,5384495.302030391,-94495.30203039106
317,1850000,1289899.0505543365,560100.9494456635
318,2250000,2372364.4178300025,-122364.4178300025
319,5390000,5397518.481110005,-7518.481110004708
320,4500000,5108762.623592565,-608762.6235925648
321,2163000,3944151.6417586487,-1781151.6417586487
322,2690000,3356458.3188711554,-666458.3188711554
323,6500000,4930461.549453533,1569538.4505464667
324,7600000,7233657.786666664,366342.2133333357
325,1500000,3012189.0255732983,-1512189.0255732983
326,4400000,5724175.371192212,-1324175.3711922122
327,3800000,3504226.630605911,295773.3693940891
328,5400000,6031714.30366799,-631714.3036679896
329,8370000,7787713.3495366825,582286.6504633175
330,3150000,3285367.9908473417,-135367.99084734172
331,2250000,2506865.5118140774,-256865.51181407738
332,5700000,6197716.450955699,-497716.4509556992
333,1700000,1917458.4650163464,-217458.46501634642
334,4500000,3570139.496564936,929860.5034350641
335,2600000,2963989.0648339735,-363989.06483397353
336,5000000,3612431.8311737133,1387568.1688262867
337,1999000,3019803.934436381,-1020803.9344363809
338,4390000,4984606.394996228,-594606.3949962277
339,3290000,3306911.6318206657,-16911.631820665672
340,3000000,3036505.9376507327,-36505.937650732696
341,7500000,7764425.199940789,-264425.19994078856
342,2590000,3017304.0892094076,-427304.08920940757
343,1850000,1994492.6663892912,-144492.66638929117
344,4350000,4202558.795175801,147441.20482419897
345,2500000,2555005.302283709,-55005.30228370894
346,3900000,4251635.319569872,-351635.31956987176
347,1990000,2128177.337939322,-138177.337939322
348,2190000,3216965.7307626093,-1026965.7307626093
349,7700000,7887246.418418094,-187246.41841809358
350,3550000,4008980.5879423963,-458980.5879423963
351,3605000,3500016.00618702,104983.99381298013
352,2390000,2409234.9089254215,-19234.908925421536
353,9500000,6398363.44567407,3101636.55432593
354,4700000,5957092.754242823,-1257092.7542428235
355,8900000,8292700.589560556,607299.4104394438
356,1300000,837107.2577305576,462892.7422694424
357,5500000,5210816.486669916,289183.5133300843
358,4300000,4141958.4749983028,158041.52500169724
359,2350000,3169771.3850493897,-819771.3850493897
360,2500000,1503331.928379259,996668.0716207409
361,2850000,2570655.9878582563,279344.0121417437
362,2800000,3201145.726965214,-401145.7269652141
363,6900000,7489939.8133067405,-589939.8133067405
364,1990000,2982658.8658865876,-992658.8658865876
365,1290000,2741659.67480971,-1451659.6748097101
366,3690000,3960379.970095476,-270379.97009547614
367,5500000,6402253.408092684,-902253.4080926841
368,2800000,2068983.5997930737,731016.4002069263
369,2300000,2343606.406379953,-43606.40637995303
370,2700000,2375817.7742941156,324182.2257058844
371,2790000,2382286.851882777,407713.1481172228
372,2450000,2780319.407656459,-330319.40765645914
373,1300000,971799.9548255652,328200.0451744348
374,1350000,979869.0656569442,370130.9343430558
375,5800000,3763825.254351644,2036174.7456483562
376,3890000,5337340.033232966,-1447340.0332329664
377,5450000,4477670.557320233,972329.4426797666
378,6800000,6584315.724612719,215684.27538728062
379,2900000,4126308.4980650637,-1226308.4980650637
380,1200000,1676184.4030313697,-476184.4030313697
381,2500000,2759014.2411986003,-259014.24119860027
382,2990000,4579130.19088654,-1589130.1908865403
383,3650000,4417448.726973833,-767448.7269738326
384,4190000,3610315.8804865666,579684.1195134334
385,8990000,8062946.963284909,927053.0367150912
386,1230000,959575.7578193396,270424.24218066037
387,3190000,2671829.565595381,518170.43440461904
388,7000000,5832435.173985503,1167564.8260144973
389,5940000,5511653.247730936,428346.7522690641
390,3200000,3378866.7367421286,-178866.73674212862
391,6500000,4234605.304225726,2265394.695774274
392,8990000,6803915.588651217,2186084.4113487834
393,1890000,1817838.0168928439,72161.98310715612
394,3300000,4211749.829407254,-911749.8294072542
395,2100000,1264605.0721122734,835394.9278877266
396,2050000,2301584.3731338503,-251584.37313385028
397,4800000,7349464.419856432,-2549464.419856432
398,3000000,4193245.5692967977,-1193245.5692967977
399,1190000,1021511.2682839483,168488.7317160517
400,2530000,2739613.641757072,-209613.64175707195
401,4090000,4895174.218523894,-805174.2185238944
402,2390000,3480164.991861402,-1090164.991861402
403,3200000,2998948.558778244,201051.44122175593
404,4790000,4793725.977925338,-3725.977925337851
405,2350000,2219086.7542025354,130913.24579746462
406,8290000,6766006.780465855,1523993.2195341447
407,1500000,1497037.8986601057,2962.101339894347
408,1799000,2481643.642369896,-682643.6423698962
409,5200000,6289683.2531861765,-1089683.2531861765
410,4800000,4941449.590890389,-141449.59089038894
411,2490000,4568621.059977968,-2078621.0599779682
412,1890000,1426220.1367304455,463779.86326955445
413,1450000,1658062.6446399763,-208062.64463997632
414,8500000,6462339.131212088,2037660.8687879117
415,2200000,1580719.2443459937,619280.7556540063
416,6500000,7136739.237090356,-636739.2370903557
417,3000000,3461078.4933369393,-461078.49333693925
418,4950000,5783436.38449807,-833436.38449807
419,7000000,7260264.90895222,-260264.90895222034
420,4650000,6001792.65662473,-1351792.6566247297
421,2200000,4133832.1162258675,-1933832.1162258675
422,5400000,4303544.518074136,1096455.4819258638
423,2390000,2714099.434942499,-324099.4349424988
424,5300000,5945420.069420385,-645420.0694203852
425,4690000,5253705.321249387,-563705.3212493872
426,5800000,4629134.75079272,1170865.2492072796
427,1790000,1771019.7554067597,18980.24459324032
428,6000000,5951897.41060318,48102.5893968204
429,2850000,4227044.352205269,-1377044.352205269
430,7900000,6096874.315235513,1803125.6847644867
431,5500000,4908635.818057513,591364.1819424871
432,4300000,4550734.3882393595,-250734.38823935948
433,7500000,5849088.806899163,1650911.193100837
434,5700000,4919409.114812,780590.8851880003
435,4800000,5162556.867041475,-362556.86704147514
436,4000000,4154169.6608229186,-154169.66082291864
437,890000,1326526.3658875031,-436526.36588750314
438,4900000,4799412.012672683,100587.98732731678
439,5300000,5842368.603184166,-542368.6031841664
440,4050000,5247378.055489863,-1197378.0554898633
441,3690000,3856724.2435179465,-166724.24351794645
442,1590000,893446.8298914488,696553.1701085512
443,1990000,4893679.645729189,-2903679.645729189
444,2590000,3729651.3191162366,-1139651.3191162366
445,4450000,4684993.171342978,-234993.17134297825
446,999000,1462548.2530121757,-463548.2530121757
447,6800000,6047435.060354265,752564.9396457346
448,4700000,5918269.14064506,-1218269.1406450598
449,3500000,2683129.58128835,816870.4187116502
450,5890000,6186395.839222039,-296395.8392220391
451,4680000,3453902.1933205156,1226097.8066794844
452,6100000,6706640.101422465,-606640.1014224654
453,6000000,4903461.572074297,1096538.427925703
454,3600000,3433565.508581998,166434.49141800217
455,4100000,2099795.3971532667,2000204.6028467333
456,2990000,3540254.496168144,-550254.496168144
457,3900000,4220314.541805529,-320314.54180552904
458,6300000,4893687.056554192,1406312.9434458083
459,5300000,5811149.033523404,-511149.03352340404
460,2000000,1800464.5885057738,199535.4114942262
461,1950000,1959529.574204187,-9529.574204186909
462,1690000,2496439.6339721363,-806439.6339721363
463,6190000,5007565.735507115,1182434.2644928852
464,3450000,3826078.2239206983,-376078.2239206983
465,3500000,5335773.100042062,-1835773.1000420619
466,2900000,3211964.410661743,-311964.410661743
467,5190000,4688046.581923187,501953.4180768132
468,5200000,3521080.554456192,1678919.445543808
469,4100000,5872102.108028241,-1772102.1080282414
470,1100000,945623.6132559944,154376.3867440056
471,4690000,4432359.590940401,257640.40905959904
472,6100000,5441133.050207989,658866.9497920107
473,1690000,1903538.753108169,-213538.75310816895
474,5690000,5943545.092155981,-253545.09215598088
475,1270000,1214899.5982748773,55100.401725122705
476,2350000,1996356.703345335,353643.2966546649
477,4100000,5190769.9888793845,-1090769.9888793845
478,1690000,1556369.1981569603,133630.8018430397
479,1900000,2454494.460494471,-554494.4604944708
